Node 1	Node 2	interaction_type	pathways	
hsa:316	hsa:1543 hsa:1544	compound irreversible	hsa00830	
hsa:316	hsa:11112	compound irreversible	hsa00280	
hsa:316	hsa:18	compound irreversible	hsa00280	
hsa:438	hsa:316	compound irreversible	hsa00380	
hsa:316	hsa:1543	compound irreversible	hsa00830	
hsa:316	hsa:55163	compound irreversible	hsa00750	
hsa:316	hsa:55163	compound irreversible	hsa00750	
hsa:493911 hsa:57026	hsa:316	compound irreversible	hsa00750	
hsa:316	hsa:4329	compound irreversible	hsa00280	
hsa:316	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00830	
hsa:316	hsa:1548 hsa:1555 hsa:29785	compound irreversible	hsa00830	
hsa:316	hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562	compound irreversible	hsa00830	
hsa:316	hsa:100861540 hsa:1551 hsa:1577	compound irreversible	hsa00830	
hsa:316	hsa:1592 hsa:340665 hsa:56603	compound irreversible	hsa00830	
hsa:316	hsa:1592 hsa:340665 hsa:56603	compound irreversible	hsa00830	
hsa:4128 hsa:4129	hsa:316	compound irreversible	hsa00380	
hsa:4128 hsa:4129	hsa:316	compound irreversible	hsa00982	
hsa:4128 hsa:4129	hsa:316	compound irreversible	hsa00982	
hsa:4128 hsa:4129	hsa:316	compound irreversible	hsa00982	
hsa:316	hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562 hsa:29785	compound irreversible	hsa00830	
hsa:316	hsa:100861540 hsa:1551 hsa:1576 hsa:1577	compound irreversible	hsa00830	
hsa:316	hsa:100861540 hsa:1551 hsa:1576 hsa:1577	compound irreversible	hsa00830	
hsa:145226 hsa:51109 hsa:5959	hsa:316	compound irreversible	hsa00830	
hsa:6772 hsa:6773 hsa:6774 hsa:6775 hsa:6776 hsa:6777 hsa:6778&hsa:6772 hsa:6773 hsa:6774 hsa:6775 hsa:6776 hsa:6777 hsa:6778	hsa:316	expression	hsa04630	
hsa:1962 hsa:3033	hsa:316	compound irreversible	hsa00280	
hsa:64902	hsa:316	compound irreversible	hsa00280	
hsa:316	hsa:1579 hsa:284541	compound irreversible	hsa00830	
hsa:195814 hsa:8630	hsa:316	compound irreversible	hsa00830	
hsa:124 hsa:125 hsa:126 hsa:127 hsa:128 hsa:130 hsa:131	hsa:316	compound irreversible	hsa00830	
hsa:4837	hsa:316	compound irreversible	hsa00760	
hsa:316	hsa:4837	compound irreversible	hsa00760	
hsa:3630	hsa:3480	activation	hsa04914	
hsa:3630	hsa:3480	activation	hsa04114	
hsa:163688 hsa:51806 hsa:801 hsa:805 hsa:808 hsa:810 hsa:91860	hsa:5136 hsa:5137 hsa:5153	activation	hsa04740	
hsa:163688 hsa:51806 hsa:801 hsa:805 hsa:808 hsa:810 hsa:91860	hsa:5136 hsa:5137 hsa:5153	activation	hsa04020	
hsa:1571	hsa:240	compound irreversible	hsa00590	
hsa:1555 hsa:1559 hsa:1573	hsa:240	compound irreversible	hsa00590	
hsa:1555 hsa:1573	hsa:240	compound irreversible	hsa00590	
hsa:1555 hsa:1558 hsa:1559 hsa:1573	hsa:240	compound irreversible	hsa00590	
hsa:1555 hsa:1558 hsa:1559 hsa:1573	hsa:240	compound irreversible	hsa00590	
hsa:240	hsa:5742 hsa:5743	compound irreversible	hsa00590	
hsa:1557	hsa:240	compound irreversible	hsa00590	
hsa:6783	hsa:1588	compound irreversible	hsa00140	
hsa:1576	hsa:6783	compound irreversible	hsa00140	
hsa:6783	hsa:1543	compound irreversible	hsa00140	
hsa:8644	hsa:6783	compound irreversible	hsa00140	
hsa:6783	hsa:1577	compound irreversible	hsa00140	
hsa:6783	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00140	
hsa:3292 hsa:3294 hsa:51144 hsa:51478 hsa:7923 hsa:8630	hsa:6783	compound irreversible	hsa00140	
hsa:1544	hsa:1576 hsa:1577	compound irreversible	hsa00980	
hsa:1544	hsa:1576 hsa:1577	compound irreversible	hsa00980	
hsa:1544	hsa:1576 hsa:1577	compound irreversible	hsa00980	
hsa:1544	hsa:1576 hsa:1577	compound irreversible	hsa00980	
hsa:1544	hsa:1576 hsa:1577	compound irreversible	hsa00980	
hsa:1548	hsa:1576 hsa:1577	compound irreversible	hsa00980	
hsa:1553	hsa:1576 hsa:1577	compound irreversible	hsa00980	
hsa:1576 hsa:1577	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:2099	hsa:6546	expression	hsa04961	
hsa:10344 hsa:10563 hsa:10850 hsa:2919 hsa:2920 hsa:2921 hsa:3576 hsa:3627 hsa:388372 hsa:414062 hsa:4283 hsa:5196 hsa:5197 hsa:5473 hsa:56477 hsa:58191 hsa:6346 hsa:6347 hsa:6348 hsa:6349 hsa:6351 hsa:6352 hsa:6354 hsa:6355 hsa:6356 hsa:6357 hsa:6358 hsa:6359 hsa:6360 hsa:6361 hsa:6362 hsa:6363 hsa:6364 hsa:6366 hsa:6367 hsa:6368 hsa:6369 hsa:6370 hsa:6372 hsa:6373 hsa:6374 hsa:6375 hsa:6376 hsa:6387 hsa:6846 hsa:9547 hsa:9560	hsa:10663 hsa:10803 hsa:1230 hsa:1232 hsa:1233 hsa:1234 hsa:1235 hsa:1236 hsa:1237 hsa:1524 hsa:2826 hsa:2829 hsa:2833 hsa:3577 hsa:3579 hsa:643 hsa:729230 hsa:7852	activation binding/association	hsa04062	
hsa:3760	hsa:773	inhibition	hsa04724	
hsa:998	hsa:1432 hsa:5600 hsa:5603 hsa:6300	activation	hsa04370	
hsa:3791	hsa:998	activation	hsa04370	
hsa:6714	hsa:998	indirect effect	hsa04912	
hsa:6714&hsa:9855	hsa:998	activation	hsa04015	
hsa:10928	hsa:998	activation	hsa04014	
hsa:1813	hsa:6531	activation	hsa04728	
hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5153	hsa:132	compound irreversible	hsa00230	
hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5153	hsa:1633	compound irreversible	hsa00230	
hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5153	hsa:353	compound irreversible	hsa00230	
hsa:5167 hsa:5169	hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5153	compound irreversible	hsa00230	
hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5153	hsa:100526794 hsa:115024 hsa:22978 hsa:30833 hsa:4907 hsa:51251 hsa:56953 hsa:84618 hsa:93034	compound irreversible	hsa00230	
hsa:102157402 hsa:122481 hsa:158067 hsa:203 hsa:204 hsa:205 hsa:221264 hsa:26289 hsa:390877	hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5153	compound irreversible	hsa00230	
hsa:1440 hsa:1442 hsa:1443 hsa:2056 hsa:2688 hsa:2689 hsa:3439 hsa:3440 hsa:3441 hsa:3442 hsa:3443 hsa:3444 hsa:3445 hsa:3446 hsa:3447 hsa:3448 hsa:3449 hsa:3451 hsa:3452 hsa:3456 hsa:3558 hsa:3562 hsa:3565 hsa:3569 hsa:3574 hsa:5008 hsa:5617	hsa:1441 hsa:2057 hsa:2690 hsa:3454 hsa:3455 hsa:3559 hsa:3560 hsa:3561 hsa:3563 hsa:3566 hsa:3570 hsa:3575 hsa:5618 hsa:9180&hsa:3716 hsa:3717 hsa:3718	activation	hsa04151	
hsa:1435 hsa:1942 hsa:1943 hsa:1944 hsa:1945 hsa:1946 hsa:1950 hsa:2069 hsa:2246 hsa:2247 hsa:2248 hsa:2249 hsa:2250 hsa:2251 hsa:2252 hsa:2253 hsa:2254 hsa:2255 hsa:2277 hsa:2323 hsa:26281 hsa:26291 hsa:27006 hsa:284 hsa:285 hsa:3082 hsa:3479 hsa:3481 hsa:3630 hsa:374 hsa:4254 hsa:4803 hsa:4908 hsa:4909 hsa:51378 hsa:5154 hsa:5155 hsa:5228 hsa:56034 hsa:627 hsa:7039 hsa:7422 hsa:7423 hsa:7424 hsa:80310 hsa:8074 hsa:8817 hsa:8822 hsa:8823 hsa:9965	hsa:1436 hsa:1956 hsa:1969 hsa:2064 hsa:2065 hsa:2066 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2322 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:4914 hsa:4915 hsa:5156 hsa:5159 hsa:7010	activation	hsa04151	
hsa:1435 hsa:1942 hsa:1943 hsa:1944 hsa:1945 hsa:1946 hsa:1950 hsa:2069 hsa:2246 hsa:2247 hsa:2248 hsa:2249 hsa:2250 hsa:2251 hsa:2252 hsa:2253 hsa:2254 hsa:2255 hsa:2277 hsa:2323 hsa:26281 hsa:26291 hsa:27006 hsa:284 hsa:285 hsa:3082 hsa:3479 hsa:3481 hsa:3630 hsa:374 hsa:4254 hsa:4803 hsa:4908 hsa:4909 hsa:51378 hsa:5154 hsa:5155 hsa:5228 hsa:56034 hsa:627 hsa:7039 hsa:7422 hsa:7423 hsa:7424 hsa:80310 hsa:8074 hsa:8817 hsa:8822 hsa:8823 hsa:9965	hsa:1436 hsa:1956 hsa:1969 hsa:2064 hsa:2065 hsa:2066 hsa:2260 hsa:2261 hsa:2263 hsa:2264 hsa:2321 hsa:2322 hsa:2324 hsa:3480 hsa:3643 hsa:3791 hsa:3815 hsa:4233 hsa:4804 hsa:4914 hsa:4915 hsa:5156 hsa:5159 hsa:7010	activation	hsa04010	
hsa:1543 hsa:1544	hsa:1592 hsa:340665 hsa:56603	compound irreversible	hsa00830	
hsa:1592 hsa:340665 hsa:56603	hsa:1543 hsa:1544	compound irreversible	hsa00830	
hsa:1543 hsa:1544	hsa:1592 hsa:340665 hsa:56603	compound irreversible	hsa00830	
hsa:1543 hsa:1544	hsa:1571	compound irreversible	hsa00980	
hsa:1571	hsa:1543 hsa:1544	compound irreversible	hsa00980	
hsa:1543 hsa:1544	hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562 hsa:29785	compound irreversible	hsa00830	
hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562 hsa:29785	hsa:1543 hsa:1544	compound irreversible	hsa00830	
hsa:216 hsa:8854	hsa:1543 hsa:1544	compound irreversible	hsa00830	
hsa:1543 hsa:1544	hsa:100861540 hsa:1551 hsa:1576 hsa:1577	compound irreversible	hsa00830	
hsa:1543 hsa:1544	hsa:100861540 hsa:1551 hsa:1576 hsa:1577	compound irreversible	hsa00830	
hsa:100861540 hsa:1551 hsa:1576 hsa:1577	hsa:1543 hsa:1544	compound irreversible	hsa00830	
hsa:1543 hsa:1544	hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	compound irreversible	hsa00830	
hsa:1543 hsa:1544	hsa:1579 hsa:284541	compound irreversible	hsa00830	
hsa:1543 hsa:1544	hsa:1548 hsa:1555 hsa:29785	compound irreversible	hsa00830	
hsa:1543 hsa:1544	hsa:1548 hsa:1555 hsa:1558 hsa:1559 hsa:1562	compound irreversible	hsa00830	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:1543 hsa:1544	compound irreversible	hsa00980	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:1543 hsa:1544	compound irreversible	hsa00980	
hsa:1543 hsa:1544	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1543 hsa:1544	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1543 hsa:1544	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1543 hsa:1544	hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	compound irreversible	hsa00980	
hsa:1543 hsa:1544	hsa:100861540 hsa:1551 hsa:1577	compound irreversible	hsa00830	
hsa:2099 hsa:2100&hsa:10499 hsa:8202 hsa:8648	hsa:5914	expression	hsa04915	
hsa:2099 hsa:2100&hsa:10499 hsa:8202 hsa:8648	hsa:7031	expression	hsa04915	
hsa:2099 hsa:2100&hsa:10499 hsa:8202 hsa:8648	hsa:7031	expression	hsa04915	
hsa:2099 hsa:2100&hsa:10499 hsa:8202 hsa:8648	hsa:100653049 hsa:125115 hsa:147183 hsa:162605 hsa:192666 hsa:25984 hsa:342574 hsa:353288 hsa:3857 hsa:3858 hsa:3859 hsa:3860 hsa:3861 hsa:3866 hsa:3868 hsa:3872 hsa:3875 hsa:3880 hsa:3881 hsa:3882 hsa:3883 hsa:3884 hsa:3885 hsa:3886 hsa:390792 hsa:54474 hsa:8687 hsa:8688 hsa:8689	expression	hsa04915	
hsa:2099 hsa:2100&hsa:10499 hsa:8202 hsa:8648	hsa:5241	expression	hsa04915	
hsa:2099 hsa:2100&hsa:10499 hsa:8202 hsa:8648	hsa:5241	expression	hsa04915	
hsa:2099 hsa:2100&hsa:10499 hsa:8202 hsa:8648	hsa:1509	expression	hsa04915	
hsa:2488	hsa:117 hsa:135 hsa:139760 hsa:153 hsa:1812 hsa:1816 hsa:2492 hsa:2696 hsa:2740 hsa:3360 hsa:3362 hsa:4158 hsa:4881 hsa:5732 hsa:7253 hsa:7434	activation	hsa04024	
hsa:5465	hsa:126129 hsa:1374 hsa:1375	expression	hsa04920	
hsa:1548	hsa:1806	compound irreversible	hsa00983	
hsa:5465&hsa:6256 hsa:6257 hsa:6258	hsa:126129 hsa:1374 hsa:1375	expression	hsa03320	
hsa:5465&hsa:6256 hsa:6257 hsa:6258	hsa:336	expression	hsa03320	
hsa:5465&hsa:6256 hsa:6257 hsa:6258	hsa:2180 hsa:2181 hsa:2182 hsa:23205 hsa:23305 hsa:51703 hsa:81616	expression	hsa03320	
hsa:5465&hsa:6256 hsa:6257 hsa:6258	hsa:4199	expression	hsa03320	
hsa:5465&hsa:6256 hsa:6257 hsa:6258	hsa:10062	expression	hsa03320	
hsa:5465&hsa:6256 hsa:6257 hsa:6258	hsa:2168	expression	hsa03320	
hsa:5465&hsa:6256 hsa:6257 hsa:6258	hsa:1579 hsa:284541	expression	hsa03320	
hsa:5465&hsa:6256 hsa:6257 hsa:6258	hsa:1962	expression	hsa03320	
hsa:5465&hsa:6256 hsa:6257 hsa:6258	hsa:1376	expression	hsa03320	
hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5145 hsa:5146 hsa:5147 hsa:5148 hsa:5149 hsa:5152 hsa:5153 hsa:5158 hsa:8654	hsa:353	compound irreversible	hsa00230	
hsa:5167 hsa:5169	hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5145 hsa:5146 hsa:5147 hsa:5148 hsa:5149 hsa:5152 hsa:5153 hsa:5158 hsa:8654	compound irreversible	hsa00230	
hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5145 hsa:5146 hsa:5147 hsa:5148 hsa:5149 hsa:5152 hsa:5153 hsa:5158 hsa:8654	hsa:100526794 hsa:115024 hsa:22978 hsa:30833 hsa:4907 hsa:51251 hsa:56953 hsa:84618 hsa:93034	compound irreversible	hsa00230	
hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5145 hsa:5146 hsa:5147 hsa:5148 hsa:5149 hsa:5152 hsa:5153 hsa:5158 hsa:8654	hsa:3251	compound irreversible	hsa00230	
hsa:2977 hsa:2982 hsa:2983 hsa:2984 hsa:2986 hsa:3000 hsa:4881 hsa:4882	hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5145 hsa:5146 hsa:5147 hsa:5148 hsa:5149 hsa:5152 hsa:5153 hsa:5158 hsa:8654	compound irreversible	hsa00230	
hsa:10846 hsa:50940 hsa:5136 hsa:5137 hsa:5138 hsa:5139 hsa:5140 hsa:5145 hsa:5146 hsa:5147 hsa:5148 hsa:5149 hsa:5152 hsa:5153 hsa:5158 hsa:8654	hsa:3704	compound irreversible	hsa00230	
hsa:3350 hsa:3351 hsa:3352 hsa:3354 hsa:3355	hsa:10681 hsa:2770 hsa:2771 hsa:2773 hsa:2775 hsa:2782 hsa:2783 hsa:2784 hsa:2785 hsa:2786 hsa:2787 hsa:2788 hsa:2790 hsa:2791 hsa:2792 hsa:2793 hsa:51764 hsa:54331 hsa:55970 hsa:59345 hsa:94235	activation	hsa04726	
hsa:5742 hsa:5743	hsa:5740	compound irreversible	hsa00590	
hsa:1588	hsa:3293	compound irreversible	hsa00140	
hsa:1588	hsa:3293	compound irreversible	hsa00140	
hsa:10720 hsa:10941 hsa:54490 hsa:54575 hsa:54576 hsa:54577 hsa:54578 hsa:54579 hsa:54600 hsa:54657 hsa:54658 hsa:54659 hsa:574537 hsa:7363 hsa:7364 hsa:7365 hsa:7366 hsa:7367 hsa:79799	hsa:3293	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:3293	compound irreversible	hsa00140	
hsa:6715 hsa:6716 hsa:79644	hsa:3293	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:3293	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:3293	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:3293	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:3293	compound irreversible	hsa00140	
hsa:1956 hsa:2064 hsa:3480 hsa:3643	hsa:5604 hsa:5605	activation indirect effect	hsa04066	
hsa:6422 hsa:6423 hsa:6424 hsa:6425	hsa:51384 hsa:54361 hsa:7471 hsa:7472 hsa:7473 hsa:7474 hsa:7475 hsa:7476 hsa:7477 hsa:7478 hsa:7479 hsa:7480 hsa:7481 hsa:7482 hsa:7483 hsa:7484 hsa:80326 hsa:81029 hsa:89780	inhibition	hsa04310	
hsa:412	hsa:100861540 hsa:1543 hsa:1544 hsa:1551 hsa:1577	compound irreversible	hsa00140	
hsa:412	hsa:1571 hsa:1576	compound irreversible	hsa00140	
hsa:412	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:412	hsa:3283 hsa:3284	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:412	compound irreversible	hsa00140	
hsa:3283 hsa:3284	hsa:412	compound irreversible	hsa00140	
hsa:119391 hsa:221357 hsa:27306 hsa:2938 hsa:2939 hsa:2940 hsa:2941 hsa:2944 hsa:2946 hsa:2947 hsa:2948 hsa:2949 hsa:2950 hsa:2952 hsa:2953 hsa:373156 hsa:4257 hsa:4258 hsa:4259 hsa:653689 hsa:9446	hsa:257202 hsa:2876 hsa:2877 hsa:2878 hsa:2880 hsa:2882 hsa:493869	compound irreversible	hsa00480	
hsa:3356 hsa:3357 hsa:3358	hsa:775 hsa:776 hsa:778 hsa:779	activation	hsa04726	
hsa:6715 hsa:6716 hsa:79644	hsa:1646 hsa:8644	compound irreversible	hsa00140	
